date,year,region,id,species,length,oto_rad,oto_wt,age,SSTmean,SSTlo
22-Jun-12,2011,Oahu,NUNI20120622_08,Naso_unicornis,495,1092.482948,0.03325,22,25.34,23.82
22-Jun-12,2011,Oahu,NUNI20120622_09,Naso_unicornis,411,677.0348736,0.0164,8,25.43,23.94
22-Jun-12,2011,Oahu,NUNI20120622_10,Naso_unicornis,498,1133.694863,0.03555,22,25.34,23.82
22-Jun-12,2011,Oahu,NUNI20120622_12,Naso_unicornis,360,522.7549504,0.0096,4,25.35,23.83
22-Jun-12,2011,Oahu,NUNI20120622_13,Naso_unicornis,363,642.0485376,0.0149,7,25.38,23.89
22-Jun-12,2011,Oahu,NUNI20120622_14,Naso_unicornis,475,697.595032,0.018,7,25.38,23.89
03-Jul-12,2011,Oahu,NUNI20120703_01,Naso_unicornis,378,606.074692,0.01425,4,25.35,23.83
03-Jul-12,2011,Oahu,NUNI20120703_02,Naso_unicornis,490,816.84282,0.02375,9,25.46,23.93
03-Jul-12,2011,Oahu,NUNI20120703_03,Naso_unicornis,454,806.0918856,0.02315,9,25.46,23.93
03-Jul-12,2011,Oahu,NUNI20120703_04,Naso_unicornis,418,632.1477152,0.0148,6,25.36,23.88
03-Jul-12,2011,Oahu,NUNI20120703_05,Naso_unicornis,424,614.2752904,0.01335,7,25.38,23.89
03-Jul-12,2011,Oahu,NUNI20120703_06,Naso_unicornis,430,738.8985456,0.0194,9,25.46,23.93
03-Jul-12,2011,Oahu,NUNI20120703_08,Naso_unicornis,425,718.3383872,0.0178,10,25.45,23.92
03-Jul-12,2011,Oahu,NUNI20120703_09,Naso_unicornis,462,728.101812,0.01925,8,25.43,23.94
03-Jul-12,2011,Oahu,NUNI20120703_10,Naso_unicornis,435,659.0250512,0.0163,6,25.36,23.88
